"route","mod","aic","dAIC","z"
"840_14_023","plnorm",66.5486286416072,1.52088692055905,NA
"840_14_023","fish",65.0277417210481,0,NA
"840_14_032","tnegb",317.300952480113,1.05407052949857,0.00747294282906063
"840_14_032","plnorm",317.22484785357,0.977965902955077,NA
"840_14_032","fish",316.246881950615,0,NA
"840_14_036","tnegb",109.153637998433,0,0.00205600954213729
"840_14_036","plnorm",110.968091034994,1.81445303656143,NA
"840_14_036","fish",109.300382725488,0.146744727055207,NA
"840_14_037","tnegb",135.097309169141,1.72310836541268,0.000344002143377067
"840_14_037","plnorm",134.332957288089,0.958756484360634,NA
"840_14_037","fish",133.374200803728,0,NA
"840_14_047","tnegb",404.438144477554,0.641099045062447,3.78987086930185e-06
"840_14_047","plnorm",407.448578250829,3.65153281833716,NA
"840_14_047","fish",403.797045432491,0,NA
"840_14_049","tnegb",313.803501486052,2.00469698470619,0.439998551537636
"840_14_049","plnorm",313.436289221549,1.63748472020342,NA
"840_14_049","fish",311.798804501346,0,NA
"840_14_051","tnegb",183.636754268927,2.00529431747657,0.0173069789680202
"840_14_051","plnorm",185.285264897406,3.6538049459553,NA
"840_14_051","fish",181.631459951451,0,NA
"840_14_053","tnegb",377.575244801617,0,0.000478858215720265
"840_14_053","plnorm",380.414580971519,2.83933616990242,NA
"840_14_053","fish",384.368632558073,6.79338775645653,NA
"840_14_054","tnegb",389.923723331439,4.98545626022025,0.00556239877618003
"840_14_054","plnorm",384.938267071218,0,NA
"840_14_054","fish",388.985096294767,4.0468292235484,NA
"840_14_059","tnegb",152.044109132788,1.68072659692061,1.46014371948455e-06
"840_14_059","plnorm",154.319417148773,3.95603461290585,NA
"840_14_059","fish",150.363382535867,0,NA
"840_14_062","tnegb",82.9674441954631,2.00237038762798,0.00728474333237002
"840_14_062","plnorm",84.0100781845387,3.04500437670352,NA
"840_14_062","fish",80.9650738078352,0,NA
"840_14_069","tnegb",42.8113048690543,2.00339003958228,0.000629256400433729
"840_14_069","plnorm",43.4524437956532,2.64452896618116,NA
"840_14_069","fish",40.807914829472,0,NA
"840_14_071","tnegb",579.335490556663,0,8.77239659679609e-06
"840_14_071","plnorm",589.703879607613,10.3683890509496,NA
"840_14_071","fish",584.637358690871,5.30186813420721,NA
"840_14_074","tnegb",307.451761183628,0,0.000213563424492192
"840_14_074","plnorm",310.304210582635,2.85244939900679,NA
"840_14_074","fish",308.676507983436,1.22474679980763,NA
"840_14_078","tnegb",286.259741346626,0,6.5190243430786e-07
"840_14_078","plnorm",289.550854907623,3.29111356099725,NA
"840_14_078","fish",292.955943532092,6.69620218546567,NA
"840_14_080","tnegb",364.827439593923,2.00193376975238,0.0239073334582679
"840_14_080","plnorm",364.78509007465,1.95958425047922,NA
"840_14_080","fish",362.825505824171,0,NA
"840_14_081","tnegb",351.154689912828,0,0.000313090766461312
"840_14_081","plnorm",353.042221293901,1.88753138107359,NA
"840_14_081","fish",361.15435775357,9.9996678407428,NA
"840_14_082","tnegb",391.036495720125,3.25290856540761,0.0327618476832188
"840_14_082","plnorm",387.783587154717,0,NA
"840_14_082","fish",389.030960652751,1.24737349803416,NA
"840_14_083","tnegb",468.736582577516,0,0.00129864589462059
"840_14_083","plnorm",472.299810174189,3.56322759667262,NA
"840_14_083","fish",474.003546542974,5.26696396545753,NA
"840_14_088","tnegb",67.3350431535608,0,0.000209151360041675
"840_14_088","plnorm",67.4017827066141,0.0667395530533099,NA
"840_14_088","fish",68.6575474241482,1.32250427058742,NA
"840_14_089","tnegb",361.470688623773,7.1475113660581,0.557012526851211
"840_14_089","plnorm",354.323177257715,0,NA
"840_14_089","fish",359.465532848845,5.14235559112973,NA
"840_14_096","tnegb",243.338952223948,2.01232102693962,0.344360916230274
"840_14_096","plnorm",244.244475711835,2.91784451482678,NA
"840_14_096","fish",241.326631197008,0,NA
"840_14_097","tnegb",394.643751005145,0,0.000101326889529986
"840_14_097","plnorm",396.576305816764,1.93255481161947,NA
"840_14_097","fish",396.466351906446,1.82260090130131,NA
"840_14_098","tnegb",515.623735162634,0,0.000479661646230209
"840_14_098","plnorm",518.373907496809,2.75017233417509,NA
"840_14_098","fish",526.29946628549,10.675731122856,NA
"840_14_104","tnegb",188.281535774172,0.0172141559511658,0.000504436534031271
"840_14_104","plnorm",188.264321618221,0,NA
"840_14_104","fish",188.980332508711,0.716010890489997,NA
"840_14_106","tnegb",370.297855554412,0.867784887756898,0.00342005080761595
"840_14_106","plnorm",372.63621849897,3.20614783231457,NA
"840_14_106","fish",369.430070666655,0,NA
"840_14_108","tnegb",453.188733069499,0,1.83082847189751e-06
"840_14_108","plnorm",461.434600321484,8.2458672519856,NA
"840_14_108","fish",463.262783521492,10.0740504519931,NA
"840_14_112","tnegb",227.461259699889,1.07864436095613,0.00160749335884916
"840_14_112","plnorm",231.326769225531,4.94415388659814,NA
"840_14_112","fish",226.382615338933,0,NA
"840_14_116","tnegb",156.93369970548,1.44672748232875,8.97026966043503e-05
"840_14_116","plnorm",155.486972223151,0,NA
"840_14_116","fish",158.752453555253,3.2654813321017,NA
"840_14_117","tnegb",412.959886601053,0,0.00032388512311581
"840_14_117","plnorm",413.479803704426,0.519917103372734,NA
"840_14_117","fish",413.373478582455,0.41359198140168,NA
"840_14_118","tnegb",413.469879431976,0,0.00157037454998571
"840_14_118","plnorm",416.763576625232,3.29369719325615,NA
"840_14_118","fish",413.481164977136,0.0112855451598648,NA
"840_14_128","tnegb",410.65060511591,0,0.000162985318011418
"840_14_128","plnorm",412.36509941327,1.71449429736009,NA
"840_14_128","fish",413.539842639003,2.88923752309296,NA
"840_14_132","tnegb",298.6063841466,1.89497907794652,0.00114096933673567
"840_14_132","plnorm",298.350289524526,1.63888445587259,NA
"840_14_132","fish",296.711405068653,0,NA
"840_14_137","tnegb",213.380277288737,1.37308524320068,0.000606620310035493
"840_14_137","plnorm",212.123118255855,0.11592621031869,NA
"840_14_137","fish",212.007192045536,0,NA
"840_14_138","tnegb",239.745340887107,1.91757929009961,0.00107921144536854
"840_14_138","plnorm",240.473880784218,2.64611918721064,NA
"840_14_138","fish",237.827761597008,0,NA
"840_14_140","tnegb",158.302342391273,2.00352195332283,0.753471963027375
"840_14_140","plnorm",156.852677155432,0.553856717482205,NA
"840_14_140","fish",156.29882043795,0,NA
"840_14_142","tnegb",270.156124781714,0,0.00183172251076836
"840_14_142","plnorm",274.914745427775,4.75862064606099,NA
"840_14_142","fish",270.16742091408,0.0112961323666241,NA
"840_14_148","tnegb",389.368337058513,5.12877495487311,0.446790497888329
"840_14_148","plnorm",384.23956210364,0,NA
"840_14_148","fish",387.363233975805,3.12367187216523,NA
"840_14_150","tnegb",337.481987929198,3.8836777525172,0.0958599159021306
"840_14_150","plnorm",333.59831017668,0,NA
"840_14_150","fish",335.480740385718,1.88243020903752,NA
"840_14_151","tnegb",469.235257707029,2.00241678525657,0.0156225926796986
"840_14_151","plnorm",468.150711325757,0.917870403984978,NA
"840_14_151","fish",467.232840921772,0,NA
"840_14_153","tnegb",504.171658224677,1.1497214096172,0.00361032587621285
"840_14_153","plnorm",510.732428757343,7.7104919422834,NA
"840_14_153","fish",503.021936815059,0,NA
"840_14_155","tnegb",433.995244835299,2.00302535467455,0.0445755875008681
"840_14_155","plnorm",439.15406111176,7.16184163113559,NA
"840_14_155","fish",431.992219480625,0,NA
"840_14_156","tnegb",372.390145462902,0,0.000429920070472501
"840_14_156","plnorm",375.008280392504,2.61813492960232,NA
"840_14_156","fish",376.649710601333,4.25956513843107,NA
"840_14_158","tnegb",403.703756466891,1.98499915825812,9.48552848269979e-07
"840_14_158","plnorm",404.069178027405,2.35042071877268,NA
"840_14_158","fish",401.718757308633,0,NA
"840_14_159","tnegb",417.159153481792,0.446844745016392,0.000941370924874622
"840_14_159","plnorm",420.77620324816,4.06389451138449,NA
"840_14_159","fish",416.712308736776,0,NA
"840_14_160","tnegb",409.95140631201,0,7.41767360731172e-05
"840_14_160","plnorm",412.377486615631,2.42608030362072,NA
"840_14_160","fish",410.253701484613,0.30229517260301,NA
"840_14_164","tnegb",325.898705982056,0,5.18513346516983e-05
"840_14_164","plnorm",326.107382618939,0.208676636883013,NA
"840_14_164","fish",333.207746436963,7.30904045490695,NA
"840_14_165","tnegb",409.887292265076,3.55463964492611,0.00184675958712517
"840_14_165","plnorm",406.33265262015,0,NA
"840_14_165","fish",411.650775431903,5.3181228117524,NA
"840_14_166","tnegb",863.593318072524,9.20872466336232,0.0119051067654833
"840_14_166","plnorm",854.384593409162,0,NA
"840_14_166","fish",862.48074718176,8.09615377259752,NA
"840_14_167","tnegb",282.281709538935,1.99315968130026,2.63474121474633e-06
"840_14_167","plnorm",283.182138396626,2.89358853899108,NA
"840_14_167","fish",280.288549857635,0,NA
"840_14_168","tnegb",719.208166527839,4.12699672020597,0.000244120241347171
"840_14_168","plnorm",715.081169807633,0,NA
"840_14_168","fish",720.968076657995,5.8869068503617,NA
"840_14_169","tnegb",343.171047109486,0,0.00201226129488099
"840_14_169","plnorm",344.532597330365,1.36155022087985,NA
"840_14_169","fish",344.194335799919,1.02328869043345,NA
"840_14_172","tnegb",400.850802289665,1.99331158806427,0.000528596288403827
"840_14_172","plnorm",405.684802154177,6.82731145257623,NA
"840_14_172","fish",398.857490701601,0,NA
"840_14_174","tnegb",285.607419174062,1.7886820203106,0.000938456487120487
"840_14_174","plnorm",287.691668284936,3.87293113118506,NA
"840_14_174","fish",283.818737153751,0,NA
"840_14_175","tnegb",317.030961384768,3.68209732728775,0.0017858611893501
"840_14_175","plnorm",313.34886405748,0,NA
"840_14_175","fish",318.277940199347,4.92907614186731,NA
"840_14_178","tnegb",446.242464186309,0,9.56494726479132e-05
"840_14_178","plnorm",452.323338280986,6.08087409467697,NA
"840_14_178","fish",449.927379239606,3.68491505329712,NA
"840_14_179","tnegb",400.607419206708,0,3.77071586295436e-06
"840_14_179","plnorm",404.295330835704,3.68791162899561,NA
"840_14_179","fish",401.296291016745,0.688871810037028,NA
"840_14_181","tnegb",426.04554837217,2.95799509366913,0.00250571685704879
"840_14_181","plnorm",423.087553278501,0,NA
"840_14_181","fish",424.065506810256,0.97795353175519,NA
"840_14_182","tnegb",341.056077202185,0,0.000340083859988463
"840_14_182","plnorm",343.978924304459,2.92284710227449,NA
"840_14_182","fish",344.7926670301,3.73658982791562,NA
"840_14_185","tnegb",305.734413687426,0,0.000181606431082099
"840_14_185","plnorm",305.941383065063,0.206969377637108,NA
"840_14_185","fish",310.587458291599,4.85304460417342,NA
"840_14_186","tnegb",411.597105948569,0,0.00201648121858912
"840_14_186","plnorm",415.607321261731,4.01021531316172,NA
"840_14_186","fish",413.596463408493,1.99935745992354,NA
"840_14_187","tnegb",280.517038700677,5.21173350255356,0.629056007946201
"840_14_187","plnorm",275.305305198124,0,NA
"840_14_187","fish",278.512308112186,3.20700291406195,NA
"840_14_188","tnegb",356.827134603169,0,0.000137463381531333
"840_14_188","plnorm",363.026675781666,6.19954117849727,NA
"840_14_188","fish",362.549444177747,5.72230957457799,NA
"840_14_189","tnegb",640.054785964893,12.238603532772,0.0128018965362019
"840_14_189","plnorm",627.816182432121,0,NA
"840_14_189","fish",638.448794058448,10.6326116263275,NA
"840_14_190","tnegb",536.974214950378,1.03245917035463,0.00739730619402234
"840_14_190","plnorm",537.816456781214,1.87470100119026,NA
"840_14_190","fish",535.941755780024,0,NA
"840_14_191","tnegb",403.425060661727,1.85813416626354,0.000251471421354247
"840_14_191","plnorm",405.986749289682,4.41982279421853,NA
"840_14_191","fish",401.566926495464,0,NA
"840_14_192","tnegb",284.553709926806,1.40861677287535,0.00118284513234582
"840_14_192","plnorm",285.975507410344,2.83041425641341,NA
"840_14_192","fish",283.14509315393,0,NA
"840_14_193","tnegb",569.251453573807,0.52920295853346,0.000961885500628592
"840_14_193","plnorm",568.722250615273,0,NA
"840_14_193","fish",570.919157198259,2.19690658298532,NA
"840_14_194","tnegb",393.948087143952,0,3.18252105766311e-07
"840_14_194","plnorm",395.236030120059,1.28794297610727,NA
"840_14_194","fish",403.368848999094,9.42076185514185,NA
"840_14_195","tnegb",364.043545420676,2.01429975249141,0.631576235536166
"840_14_195","plnorm",363.176009330404,1.14676366221903,NA
"840_14_195","fish",362.029245668185,0,NA
"840_14_198","tnegb",457.181077046588,5.26564134015649,0.000212387544666753
"840_14_198","plnorm",451.915435706431,0,NA
"840_14_198","fish",455.345553134957,3.43011742852627,NA
"840_14_199","tnegb",342.192106606742,0.814258461308327,0.000370822345656124
"840_14_199","plnorm",344.51449692487,3.13664877943683,NA
"840_14_199","fish",341.377848145434,0,NA
"840_14_205","tnegb",393.251466866123,0.883270308013209,0.000781323689852708
"840_14_205","plnorm",394.466133668117,2.09793711000759,NA
"840_14_205","fish",392.368196558109,0,NA
"840_14_210","tnegb",275.290790187996,1.80512938035884,0.000530764394289297
"840_14_210","plnorm",277.531719810714,4.04605900307627,NA
"840_14_210","fish",273.485660807638,0,NA
"840_14_220","tnegb",409.507850554636,0,0.00531568232947485
"840_14_220","plnorm",411.109207742408,1.60135718777161,NA
"840_14_220","fish",414.564432407371,5.05658185273501,NA
"840_14_221","tnegb",299.398903173015,0,0.00139667362560141
"840_14_221","plnorm",301.218599057956,1.81969588494121,NA
"840_14_221","fish",300.072922435302,0.674019262287516,NA
"840_14_225","tnegb",557.876316844391,1.41764517824822,0.00981341548624094
"840_14_225","plnorm",556.458671666143,0,NA
"840_14_225","fish",560.625913433766,4.16724176762352,NA
"840_14_226","tnegb",359.42404842392,0.372545403012396,0.00170866702420676
"840_14_226","plnorm",365.226577575097,6.17507455418956,NA
"840_14_226","fish",359.051503020907,0,NA
"840_14_302","tnegb",374.983739163449,0,0.000282267144085604
"840_14_302","plnorm",380.802738895328,5.8189997318795,NA
"840_14_302","fish",377.69088395337,2.70714478992124,NA
"840_14_303","tnegb",281.594530565493,0.563873144158492,0.000708821327477978
"840_14_303","plnorm",282.736098804611,1.70544138327597,NA
"840_14_303","fish",281.030657421335,0,NA
"840_14_308","tnegb",229.997038773072,1.27233903000652,0.000688420362654254
"840_14_308","plnorm",228.724699743066,0,NA
"840_14_308","fish",230.978592356325,2.25389261325941,NA
"840_14_319","tnegb",503.56088389905,0,0.00851065071645326
"840_14_319","plnorm",512.560642643431,8.99975874438121,NA
"840_14_319","fish",515.361022314744,11.8001384156944,NA
"840_14_320","tnegb",241.088778930324,1.04997336484172,0.000177833372699324
"840_14_320","plnorm",240.038805565482,0,NA
"840_14_320","fish",240.669683408421,0.630877842938446,NA
"840_14_341","tnegb",420.075185892946,0,0.000378635427195453
"840_14_341","plnorm",425.216867583095,5.14168169014914,NA
"840_14_341","fish",420.983852883351,0.908666990404583,NA
"840_14_352","tnegb",463.059689531235,2.00411438516528,0.0525496570948233
"840_14_352","plnorm",465.54927099316,4.49369584709007,NA
"840_14_352","fish",461.05557514607,0,NA
"840_14_357","tnegb",212.17513130476,0,0.000100739837919416
"840_14_357","plnorm",213.080531733244,0.905400428484199,NA
"840_14_357","fish",220.833381593842,8.65825028908213,NA
"840_14_405","tnegb",309.105078945227,3.3018158790552,0.000206733079592045
"840_14_405","plnorm",305.803263066172,0,NA
"840_14_405","fish",312.833587408575,7.03032434240288,NA
"840_14_406","tnegb",348.77978816794,1.01038793479586,0.00435498749577686
"840_14_406","plnorm",351.748241878246,3.97884164510157,NA
"840_14_406","fish",347.769400233144,0,NA
"840_14_407","tnegb",247.037547796454,0.996354772532385,0.000193427819528781
"840_14_407","plnorm",248.210483540387,2.16929051646505,NA
"840_14_407","fish",246.041193023922,0,NA
"840_14_409","tnegb",237.464476810436,0,2.02057852259323e-05
"840_14_409","plnorm",238.287408670641,0.822931860205841,NA
"840_14_409","fish",241.629179221643,4.16470241120689,NA
"840_14_411","tnegb",336.153706145718,0,0.000328986467803338
"840_14_411","plnorm",339.817079273858,3.66337312814096,NA
"840_14_411","fish",344.636931700146,8.48322555442837,NA
"840_14_414","tnegb",378.990999596522,0,0.00150371583247909
"840_14_414","plnorm",380.7768985195,1.78589892297828,NA
"840_14_414","fish",379.824262260869,0.83326266434716,NA
"840_14_415","tnegb",436.34065575954,6.35140646856917,0.158738987482384
"840_14_415","plnorm",429.98924929097,0,NA
"840_14_415","fish",434.331802197602,4.34255290663174,NA
"840_14_417","tnegb",395.321821866285,0,0.001135833731469
"840_14_417","plnorm",398.454253210658,3.13243134437215,NA
"840_14_417","fish",411.12929275098,15.807470884695,NA
"840_14_418","tnegb",310.148221733386,0,0.00745929711213778
"840_14_418","plnorm",311.755472851279,1.60725111789321,NA
"840_14_418","fish",310.93619080934,0.787969075953981,NA
"840_14_419","tnegb",285.167581842711,0,0.00233983265047151
"840_14_419","plnorm",288.443752321125,3.2761704784142,NA
"840_14_419","fish",287.406263585955,2.23868174324463,NA
"840_14_420","tnegb",259.911415806682,1.1288233237139,0.00153010416868194
"840_14_420","plnorm",263.980222085593,5.1976296026254,NA
"840_14_420","fish",258.782592482968,0,NA
"840_14_421","tnegb",318.835874038284,1.19435678143776,0.00596260327221812
"840_14_421","plnorm",317.710249812205,0.0687325553585083,NA
"840_14_421","fish",317.641517256846,0,NA
"840_14_422","tnegb",353.102438090075,0,0.000345303748323867
"840_14_422","plnorm",357.333511988888,4.23107389881278,NA
"840_14_422","fish",353.258843514726,0.156405424651155,NA
"840_14_423","tnegb",331.6644100257,0.899064502164322,3.89381256269524e-05
"840_14_423","plnorm",330.765345523535,0,NA
"840_14_423","fish",336.433699019422,5.66835349588666,NA
"840_14_427","tnegb",300.021531208422,0.144308751474682,2.61264536670457e-06
"840_14_427","plnorm",302.265064697475,2.3878422405283,NA
"840_14_427","fish",299.877222456947,0,NA
"840_14_430","tnegb",293.60317016554,1.16845993596985,0.00144806702203661
"840_14_430","plnorm",295.59355369974,3.1588434701693,NA
"840_14_430","fish",292.43471022957,0,NA
"840_14_431","tnegb",270.283636882951,0,0.000305975447900333
"840_14_431","plnorm",274.45068778829,4.16705090533895,NA
"840_14_431","fish",271.961478416721,1.67784153377033,NA
"840_14_433","tnegb",208.75178427978,0.0723119098797724,0.00230407418042608
"840_14_433","plnorm",208.6794723699,0,NA
"840_14_433","fish",209.875895960229,1.19642359032895,NA
"840_14_434","tnegb",274.902257390637,0,0.00541289530057563
"840_14_434","plnorm",279.801461330686,4.89920394004923,NA
"840_14_434","fish",276.184517493782,1.28226010314489,NA
"840_14_435","tnegb",336.083933014873,0,0.00219601896663213
"840_14_435","plnorm",337.432670177807,1.34873716293419,NA
"840_14_435","fish",337.636493487292,1.55256047241841,NA
"840_14_436","tnegb",366.672977862836,0,0.00896090570639805
"840_14_436","plnorm",372.75806674307,6.08508888023397,NA
"840_14_436","fish",367.140505291122,0.467527428285791,NA
"840_17_003","tnegb",543.737784940116,1.99272009485685,0.000583229856152
"840_17_003","plnorm",544.779502226123,3.03443738086412,NA
"840_17_003","fish",541.745064845259,0,NA
"840_17_004","tnegb",262.945339798032,0.456217822232531,0.000361606390487342
"840_17_004","plnorm",262.489121975799,0,NA
"840_17_004","fish",263.791807854416,1.30268587861639,NA
"840_17_006","tnegb",216.549695181487,2.00389014110235,0.0958526006345858
"840_17_006","plnorm",216.66976921876,2.12396417837476,NA
"840_17_006","fish",214.545805040385,0,NA
"840_17_008","tnegb",268.981365576819,1.8011491413842,0.00354120283576643
"840_17_008","plnorm",267.180216435435,0,NA
"840_17_008","fish",270.112168802394,2.93195236695931,NA
"840_17_009","tnegb",411.563883736445,1.41972227857661,0.00242876758371992
"840_17_009","plnorm",411.001101461113,0.856940003244347,NA
"840_17_009","fish",410.144161457868,0,NA
"840_17_010","tnegb",271.420067611315,2.01124272008525,0.261209437980822
"840_17_010","plnorm",272.45811235123,3.04928746000007,NA
"840_17_010","fish",269.40882489123,0,NA
"840_17_011","tnegb",351.700647655436,0,0.000214414258214954
"840_17_011","plnorm",354.880279653335,3.17963199789898,NA
"840_17_011","fish",355.205407638762,3.50475998332598,NA
"840_17_012","tnegb",286.453792120909,1.97414314266939,0.000474082399466407
"840_17_012","plnorm",285.80225647087,1.32260749263105,NA
"840_17_012","fish",284.479648978239,0,NA
"840_17_013","tnegb",185.652906355433,2.00477772307272,0.202351361548431
"840_17_013","plnorm",186.27068936428,2.62256073191966,NA
"840_17_013","fish",183.64812863236,0,NA
"840_17_014","tnegb",277.311458840368,1.95977049297147,0.00024943951429978
"840_17_014","plnorm",278.136258257545,2.78456991014781,NA
"840_17_014","fish",275.351688347397,0,NA
"840_17_015","tnegb",255.465874320248,0.365615893602211,0.000965657706882717
"840_17_015","plnorm",260.021018227139,4.92075980049285,NA
"840_17_015","fish",255.100258426646,0,NA
"840_17_017","tnegb",361.073570422015,1.95363993150494,0.00114515547269807
"840_17_017","plnorm",363.680695874031,4.56076538352119,NA
"840_17_017","fish",359.11993049051,0,NA
"840_17_018","tnegb",276.089610612983,1.41840706682956,0.00315816310944341
"840_17_018","plnorm",277.77976837087,3.10856482471667,NA
"840_17_018","fish",274.671203546153,0,NA
"840_17_019","tnegb",247.253840415637,0.617448871603017,5.66320164964759e-06
"840_17_019","plnorm",246.891047007763,0.254655463729279,NA
"840_17_019","fish",246.636391544034,0,NA
"840_17_020","tnegb",219.88812178025,4.22626049447661,1.86075301328449
"840_17_020","plnorm",215.661861285773,0,NA
"840_17_020","fish",217.881573250986,2.21971196521278,NA
"840_17_021","tnegb",181.333580243356,3.5096525521775,1.23647516332747
"840_17_021","plnorm",177.823927691179,0,NA
"840_17_021","fish",179.323715553346,1.49978786216735,NA
"840_17_023","tnegb",360.797814960722,3.40583346942964,5.86086355208066e-05
"840_17_023","plnorm",357.391981491293,0,NA
"840_17_023","fish",358.80568012947,1.41369863817772,NA
"840_17_028","tnegb",206.27670598791,2.0036672486344,0.414364632965205
"840_17_028","plnorm",207.126229321827,2.85319058255072,NA
"840_17_028","fish",204.273038739276,0,NA
"840_17_031","tnegb",286.869580528258,1.11671345799203,0.00208190867589935
"840_17_031","plnorm",291.042462247089,5.2895951768225,NA
"840_17_031","fish",285.752867070266,0,NA
"840_17_032","tnegb",367.545772255714,0.979138900905241,0.000878661825226416
"840_17_032","plnorm",370.695875664257,4.1292423094481,NA
"840_17_032","fish",366.566633354808,0,NA
"840_17_035","tnegb",394.700827911528,2.00253222913028,0.300948644331234
"840_17_035","plnorm",396.530547561578,3.83225187918015,NA
"840_17_035","fish",392.698295682398,0,NA
"840_17_036","tnegb",195.504655234212,2.00505153604519,0.740624566632061
"840_17_036","plnorm",195.058573854234,1.55897015606666,NA
"840_17_036","fish",193.499603698167,0,NA
"840_17_037","tnegb",216.25157849009,0.957902541699042,0.00207842461896958
"840_17_037","plnorm",217.285530329071,1.99185438068037,NA
"840_17_037","fish",215.293675948391,0,NA
"840_17_039","tnegb",290.2705874326,1.98837699872689,0.000458905551370796
"840_17_039","plnorm",291.995888130493,3.71367769662027,NA
"840_17_039","fish",288.282210433873,0,NA
"840_17_040","tnegb",267.55927078701,0.850504698112218,1.21837676556586e-05
"840_17_040","plnorm",269.236345534634,2.52757944573568,NA
"840_17_040","fish",266.708766088898,0,NA
"840_17_041","tnegb",459.315483787015,3.64386976926733,2.00209908088047e-05
"840_17_041","plnorm",455.671614017748,0,NA
"840_17_041","fish",463.65529299938,7.98367898163201,NA
"840_17_042","tnegb",259.327662115482,2.0016295854449,0.0550895312393539
"840_17_042","plnorm",260.311426580665,2.98539405062803,NA
"840_17_042","fish",257.326032530037,0,NA
"840_17_043","tnegb",152.193710820757,2.00140575042946,0.116693677500261
"840_17_043","plnorm",154.324649270721,4.13234420039367,NA
"840_17_043","fish",150.192305070327,0,NA
"840_17_044","tnegb",229.317269293977,1.65963052465125,0.00119991577777926
"840_17_044","plnorm",232.825937392777,5.16829862345153,NA
"840_17_044","fish",227.657638769326,0,NA
"840_17_045","tnegb",289.79853991986,0.95877528544878,0.00136472685571883
"840_17_045","plnorm",290.005753327068,1.1659886926567,NA
"840_17_045","fish",288.839764634411,0,NA
"840_17_046","tnegb",399.696926745265,1.90267014592484,0.00113276585143942
"840_17_046","plnorm",404.318027017052,6.52377041771183,NA
"840_17_046","fish",397.794256599341,0,NA
"840_17_047","tnegb",340.73980376268,2.00454718204185,0.0296049495715757
"840_17_047","plnorm",343.446911422646,4.71165484200776,NA
"840_17_047","fish",338.735256580638,0,NA
"840_17_048","tnegb",350.954114457919,10.3812606408198,0.00498949406104357
"840_17_048","plnorm",340.572853817099,0,NA
"840_17_048","fish",349.471642003504,8.89878818640506,NA
"840_17_049","tnegb",183.33082867851,2.00509499843412,0.246804920753232
"840_17_049","plnorm",183.612678054403,2.28694437432691,NA
"840_17_049","fish",181.325733680076,0,NA
"840_17_050","tnegb",246.881696778883,2.00379322129854,0.104660089090197
"840_17_050","plnorm",247.518171748682,2.64026819109807,NA
"840_17_050","fish",244.877903557584,0,NA
"840_17_051","tnegb",212.82419374005,2.00416700304359,0.329019201031824
"840_17_051","plnorm",211.669137625591,0.849110888584761,NA
"840_17_051","fish",210.820026737006,0,NA
"840_17_052","tnegb",354.289371280988,0.243347867412922,0.00043001141806794
"840_17_052","plnorm",354.046023413575,0,NA
"840_17_052","fish",354.228213462639,0.182190049063877,NA
"840_17_055","tnegb",416.357908003963,0.560907942523272,0.00440845319321786
"840_17_055","plnorm",417.503322536848,1.70632247540806,NA
"840_17_055","fish",415.79700006144,0,NA
"840_17_056","tnegb",168.26458477261,1.95893238818519,0.00086282994862997
"840_17_056","plnorm",167.612097844845,1.3064454604206,NA
"840_17_056","fish",166.305652384424,0,NA
"840_17_058","tnegb",150.666707672487,2.00019057815524,0.00284062445580355
"840_17_058","plnorm",151.146246392721,2.47972929838852,NA
"840_17_058","fish",148.666517094332,0,NA
"840_17_125","tnegb",171.300338293356,2.00894155507623,0.177268516809676
"840_17_125","plnorm",170.941378781912,1.64998204363212,NA
"840_17_125","fish",169.291396738279,0,NA
"840_17_138","tnegb",265.747043423247,1.84234248244138,0.000351911562255247
"840_17_138","plnorm",265.875378786151,1.97067784534607,NA
"840_17_138","fish",263.904700940805,0,NA
"840_17_153","tnegb",305.13194801987,2.345797365571,5.22141411741909e-06
"840_17_153","plnorm",302.786150654299,0,NA
"840_17_153","fish",304.494805638217,1.70865498391811,NA
"840_17_154","tnegb",210.035388685839,2.00217667978924,0.000198459836794831
"840_17_154","plnorm",209.827073397236,1.79386139118645,NA
"840_17_154","fish",208.03321200605,0,NA
"840_17_202","tnegb",217.781760066202,1.93615813141025,0.000200921256300891
"840_17_202","plnorm",218.686372525974,2.84077059118226,NA
"840_17_202","fish",215.845601934792,0,NA
"840_17_203","tnegb",295.603330768247,6.47337905036011,1.89587241513804
"840_17_203","plnorm",289.129951717887,0,NA
"840_17_203","fish",293.576535303193,4.44658358530592,NA
"840_17_205","tnegb",251.504420745336,2.28983978897554,0.823939143402153
"840_17_205","plnorm",249.214580956361,0,NA
"840_17_205","fish",249.496352961482,0.281772005120786,NA
"840_17_207","tnegb",256.579569712126,2.00052706697579,0.00678338892212151
"840_17_207","plnorm",257.815775287897,3.2367326427476,NA
"840_17_207","fish",254.57904264515,0,NA
"840_17_208","tnegb",282.256473981103,0,4.21319719585788e-05
"840_17_208","plnorm",286.03508861584,3.77861463473698,NA
"840_17_208","fish",283.533421176896,1.27694719579307,NA
"840_17_209","tnegb",268.840831720966,1.86619985217942,5.26301295076224e-05
"840_17_209","plnorm",269.680699252055,2.70606738326848,NA
"840_17_209","fish",266.974631868786,0,NA
"840_17_211","tnegb",257.664668497371,2.00101492427976,0.00171601535836247
"840_17_211","plnorm",260.255036139274,4.59138256618306,NA
"840_17_211","fish",255.663653573091,0,NA
"840_17_213","tnegb",185.650010437838,2.00508633532428,0.648440978658384
"840_17_213","plnorm",185.089224136782,1.44430003426848,NA
