"route","mod","aic","dAIC","z"
"840_42_056","plnorm",406.648900095255,0,NA
"840_42_056","fish",413.352369377788,6.70346928253275,NA
"840_42_057","tnegb",364.843677152778,3.89099121198586,0.00267478679955768
"840_42_057","plnorm",360.952685940792,0,NA
"840_42_057","fish",362.871582020196,1.91889607940385,NA
"840_42_058","tnegb",235.649567774711,1.85622096672407,0.00228054183020839
"840_42_058","plnorm",236.412974879881,2.61962807189371,NA
"840_42_058","fish",233.793346807987,0,NA
"840_42_059","tnegb",315.146106879752,0,0.000354082871836872
"840_42_059","plnorm",316.872333443768,1.72622656401626,NA
"840_42_059","fish",316.408277991133,1.26217111138067,NA
"840_42_060","tnegb",268.877701107763,2.00820929369809,0.192825674368821
"840_42_060","plnorm",269.837927087872,2.9684352738077,NA
"840_42_060","fish",266.869491814064,0,NA
"840_42_061","tnegb",282.164872310532,2.00746853656204,0.136984526153867
"840_42_061","plnorm",280.969762013976,0.812358240006176,NA
"840_42_061","fish",280.15740377397,0,NA
"840_42_062","tnegb",305.93015907201,0.416945368557265,3.17211033763415e-06
"840_42_062","plnorm",306.158281909941,0.645068206487849,NA
"840_42_062","fish",305.513213703453,0,NA
"840_42_101","tnegb",302.142108167676,1.93232437203699,0.00364652346379188
"840_42_101","plnorm",302.677759325433,2.46797552979399,NA
"840_42_101","fish",300.209783795639,0,NA
"840_42_104","tnegb",422.925465870629,0,4.19051637342478e-06
"840_42_104","plnorm",426.214005236181,3.28853936555214,NA
"840_42_104","fish",426.900528214493,3.97506234386441,NA
"840_42_105","tnegb",418.00509650103,0,4.84093620213503e-05
"840_42_105","plnorm",420.259383531159,2.25428703012841,NA
"840_42_105","fish",418.669414467698,0.664317966667795,NA
"840_42_106","tnegb",391.157030690393,3.26219434577598,0.00175843510964105
"840_42_106","plnorm",387.894836344617,0,NA
"840_42_106","fish",389.392803739732,1.49796739511419,NA
"840_42_113","tnegb",425.977768332141,2.00722576030978,0.35090748666117
"840_42_113","plnorm",424.70988049988,0.739337928048144,NA
"840_42_113","fish",423.970542571832,0,NA
"840_42_119","tnegb",261.193635578383,0.0211679291347764,7.01330604157663e-06
"840_42_119","plnorm",264.838372775317,3.66590512606837,NA
"840_42_119","fish",261.172467649249,0,NA
"840_42_122","tnegb",293.73657129024,0,0.000109675998829529
"840_42_122","plnorm",296.487810467943,2.75123917770253,NA
"840_42_122","fish",294.863685298341,1.12711400810099,NA
"840_42_124","tnegb",327.099502696846,2.78626528983307,0.00362275417514602
"840_42_124","plnorm",324.313237407013,0,NA
"840_42_124","fish",325.580596486742,1.26735907972892,NA
"840_42_125","tnegb",346.06077697619,5.46549794086064,0.000669315167253496
"840_42_125","plnorm",340.595279035329,0,NA
"840_42_125","fish",349.561335488902,8.96605645357278,NA
"840_42_128","tnegb",339.976985581797,0,3.52303173452261e-05
"840_42_128","plnorm",342.374692206001,2.39770662420398,NA
"840_42_128","fish",341.053790894864,1.0768053130667,NA
"840_42_137","tnegb",307.449863688099,1.92150282349354,0.000956978855589865
"840_42_137","plnorm",305.528360864605,0,NA
"840_42_137","fish",306.241154819519,0.712793954913707,NA
"840_42_139","tnegb",276.525117722427,2.00067560364533,0.0067996962613418
"840_42_139","plnorm",276.758972492937,2.23453037415561,NA
"840_42_139","fish",274.524442118782,0,NA
"840_42_140","tnegb",258.474919911326,1.94307936448979,0.000541714368688065
"840_42_140","plnorm",258.653348242998,2.12150769616153,NA
"840_42_140","fish",256.531840546836,0,NA
"840_42_207","tnegb",345.791161173344,0.783377317438124,0.00222167440433163
"840_42_207","plnorm",347.302714319606,2.29493046370021,NA
"840_42_207","fish",345.007783855905,0,NA
"840_42_208","tnegb",339.710892479007,0,0.00327121845729657
"840_42_208","plnorm",343.017685911909,3.30679343290171,NA
"840_42_208","fish",340.935955838552,1.22506335954478,NA
"840_42_221","tnegb",316.549441656579,0.873252432543723,0.000147788522450839
"840_42_221","plnorm",315.960589176295,0.284399952259776,NA
"840_42_221","fish",315.676189224035,0,NA
"840_42_301","tnegb",403.575393080665,0.714299596966896,0.00118708365445063
"840_42_301","plnorm",402.861093483698,0,NA
"840_42_301","fish",408.236287416403,5.37519393270549,NA
"840_42_302","tnegb",352.723589135497,0,0.000365138077908169
"840_42_302","plnorm",355.102719609279,2.37913047378242,NA
"840_42_302","fish",353.560718187047,0.837129051550221,NA
"840_42_303","tnegb",275.547240775926,1.97748671862371,0.00135251178637486
"840_42_303","plnorm",279.025373583622,5.45561952631977,NA
"840_42_303","fish",273.569754057302,0,NA
"840_42_304","tnegb",468.072568094911,0.996859703530845,0.000960835492288216
"840_42_304","plnorm",471.558084607978,4.48237621659848,NA
"840_42_304","fish",467.07570839138,0,NA
"840_42_305","tnegb",332.219420116244,1.91760007156131,0.000150896943852908
"840_42_305","plnorm",334.718919054995,4.41709901031197,NA
"840_42_305","fish",330.301820044683,0,NA
"840_42_307","tnegb",300.731215183454,0,0.000681995031711864
"840_42_307","plnorm",303.010920091133,2.27970490767956,NA
"840_42_307","fish",301.770767359828,1.039552176374,NA
"840_42_309","tnegb",545.058017336641,2.49674344983555,9.67088104698931e-05
"840_42_309","plnorm",542.561273886805,0,NA
"840_42_309","fish",545.650894553777,3.089620666972,NA
"840_42_311","tnegb",471.280491243817,1.03970800036052,9.38494663851755e-05
"840_42_311","plnorm",474.43953335245,4.19875010899352,NA
"840_42_311","fish",470.240783243457,0,NA
"840_42_410","tnegb",477.816053197114,0,5.35472724263743e-05
"840_42_410","plnorm",482.186260360251,4.37020716313674,NA
"840_42_410","fish",484.328220058221,6.5121668611074,NA
"840_42_414","tnegb",282.537554211067,1.87698998838334,7.66075459754878e-05
"840_42_414","plnorm",284.92770459581,4.26714037312632,NA
"840_42_414","fish",280.660564222683,0,NA
"840_44_001","tnegb",299.315327914468,0,0.000830812255530937
"840_44_001","plnorm",300.637817287498,1.32248937303063,NA
"840_44_001","fish",301.601124164469,2.28579625000077,NA
"840_44_002","tnegb",348.467808965257,1.1762951826019,0.00108902072035799
"840_44_002","plnorm",352.395311643228,5.10379786057308,NA
"840_44_002","fish",347.291513782655,0,NA
"840_44_003","tnegb",297.780553220555,1.82794387846826,0.000678397993914049
"840_44_003","plnorm",299.095084714137,3.14247537204994,NA
"840_44_003","fish",295.952609342087,0,NA
"840_44_004","tnegb",273.424895267949,0,0.000896232495110412
"840_44_004","plnorm",274.409721109707,0.984825841757754,NA
"840_44_004","fish",287.195291744294,13.7703964763443,NA
"840_44_006","tnegb",256.466693874131,1.87639916262901,0.00622685449943102
"840_44_006","plnorm",260.31397725697,5.72368254546814,NA
"840_44_006","fish",254.590294711502,0,NA
"840_44_007","tnegb",307.226461758472,0,8.47565254371061e-05
"840_44_007","plnorm",308.586725125546,1.36026336707459,NA
"840_44_007","fish",307.99823580772,0.77177404924862,NA
"840_44_009","tnegb",358.382255607963,0,8.5189052187598e-06
"840_44_009","plnorm",361.473508369135,3.09125276117157,NA
"840_44_009","fish",359.937699638893,1.55544403092938,NA
"840_44_010","tnegb",382.173742216068,0,0.000190611852151123
"840_44_010","plnorm",386.097520962257,3.9237787461887,NA
"840_44_010","fish",387.032509290468,4.85876707439928,NA
"840_44_011","tnegb",240.430173240136,2.00729406264523,0.00932419045213642
"840_44_011","plnorm",240.936794281837,2.5139151043461,NA
"840_44_011","fish",238.422879177491,0,NA
"840_44_012","tnegb",345.519007762507,1.95661331392887,0.00210504798500542
"840_44_012","plnorm",347.48996666102,3.92757221244199,NA
"840_44_012","fish",343.562394448578,0,NA
"840_44_013","tnegb",440.24149700363,0.682871412970371,0.00046567041638621
"840_44_013","plnorm",439.558625590659,0,NA
"840_44_013","fish",439.819051970187,0.260426379527644,NA
"840_44_014","tnegb",401.679303261379,0.281653850568034,0.000128733003058418
"840_44_014","plnorm",402.660490481416,1.26284107060462,NA
"840_44_014","fish",401.397649410811,0,NA
"840_44_019","tnegb",353.757027279855,1.60070542557179,0.000168741538610463
"840_44_019","plnorm",357.910540717889,5.75421886360539,NA
"840_44_019","fish",352.156321854283,0,NA
"840_44_021","tnegb",379.942773079724,2.57214562959251,0.00023471066279109
"840_44_021","plnorm",377.370627450131,0,NA
"840_44_021","fish",380.375091817458,3.0044643673267,NA
"840_44_022","tnegb",353.458186679389,5.06505767887603,0.00158505956055381
"840_44_022","plnorm",348.393129000513,0,NA
"840_44_022","fish",352.583481893378,4.19035289286484,NA
"840_44_024","tnegb",320.802381970751,1.56482832543196,2.1691218108789e-05
"840_44_024","plnorm",326.703517180142,7.46596353482238,NA
"840_44_024","fish",319.237553645319,0,NA
"840_44_026","tnegb",354.287772596543,0.56076804880189,0.000581223172432301
"840_44_026","plnorm",357.922686528706,4.19568198096488,NA
"840_44_026","fish",353.727004547741,0,NA
"840_44_031","tnegb",260.028659420398,0,0.00123208223495675
"840_44_031","plnorm",261.677542727024,1.64888330662598,NA
"840_44_031","fish",261.412102685596,1.38344326519768,NA
"840_44_032","tnegb",342.356016204245,0,0.00433603217114156
"840_44_032","plnorm",345.741056331919,3.38504012767396,NA
"840_44_032","fish",346.204545437327,3.84852923308159,NA
"840_44_033","tnegb",378.473217680664,0,0.000197420793716222
"840_44_033","plnorm",379.075091243699,0.601873563035213,NA
"840_44_033","fish",381.130772200261,2.6575545195974,NA
"840_44_035","tnegb",258.513173688094,1.31845260130478,6.29084401947225e-06
"840_44_035","plnorm",257.194721086789,0,NA
"840_44_035","fish",260.202572499656,3.00785141286718,NA
"840_44_041","tnegb",322.384671097784,0,0.00198677195473969
"840_44_041","plnorm",327.962008718513,5.57733762072888,NA
"840_44_041","fish",325.080250996637,2.69557989885368,NA
"840_44_042","tnegb",299.329442904952,0.193010638066824,0.000356348659802063
"840_44_042","plnorm",301.033721113337,1.89728884645149,NA
"840_44_042","fish",299.136432266886,0,NA
"840_44_050","tnegb",293.098740924404,1.86416778950667,0.000563982926054197
"840_44_050","plnorm",296.894125875532,5.65955274063384,NA
"840_44_050","fish",291.234573134898,0,NA
"840_44_052","tnegb",388.154463944268,0,0.00108449141102195
"840_44_052","plnorm",392.347112087733,4.19264814346479,NA
"840_44_052","fish",389.694348126434,1.53988418216545,NA
"840_44_058","tnegb",291.57663720467,0.526537591991939,3.61329426060196e-05
"840_44_058","plnorm",291.050099612678,0,NA
"840_44_058","fish",291.585060034746,0.534960422067968,NA
"840_44_059","tnegb",273.004458103004,2.00185865534871,1.9655389264354e-06
"840_44_059","plnorm",273.980097270292,2.97749782263708,NA
"840_44_059","fish",271.002599447655,0,NA
"840_44_060","tnegb",300.902692416985,0.371406300128569,0.00217430658016809
"840_44_060","plnorm",301.243169842726,0.711883725869541,NA
"840_44_060","fish",300.531286116856,0,NA
"840_44_115","tnegb",361.215385377773,0.911720489616641,0.000620701871745
"840_44_115","plnorm",361.779411548579,1.47574666042243,NA
"840_44_115","fish",360.303664888157,0,NA
"840_44_117","tnegb",354.868969563044,1.43393483482885,0.000736746434168978
"840_44_117","plnorm",359.354068689703,5.91903396148746,NA
"840_44_117","fish",353.435034728215,0,NA
"840_44_120","tnegb",286.657461264078,1.8253143962155,0.000736928378106687
"840_44_120","plnorm",286.795094948945,1.96294808108257,NA
"840_44_120","fish",284.832146867863,0,NA
"840_44_134","tnegb",195.469012943719,0.763173903153586,0.000719614979036791
"840_44_134","plnorm",197.008613665772,2.30277462520652,NA
"840_44_134","fish",194.705839040565,0,NA
"840_44_155","tnegb",232.256498560767,0,0.000584896932189532
"840_44_155","plnorm",234.295910097222,2.03941153645513,NA
"840_44_155","fish",232.465124908624,0.208626347857546,NA
"840_44_304","tnegb",334.138940771235,0.441074946067658,0.000541807970574597
"840_44_304","plnorm",333.697865825168,0,NA
"840_44_304","fish",338.631223404872,4.9333575797047,NA
"840_44_308","tnegb",334.273090700153,2.0057974524575,0.0586346271332812
"840_44_308","plnorm",332.290479583697,0.0231863360012881,NA
"840_44_308","fish",332.267293247696,0,NA
"840_44_310","tnegb",273.622907989929,0,5.91474354730606e-07
"840_44_310","plnorm",276.145196767172,2.52228877724281,NA
"840_44_310","fish",275.699613043559,2.07670505363063,NA
"840_46_001","tnegb",394.364115095746,1.33668836608979,0.000434074779803792
"840_46_001","plnorm",394.338722472797,1.3112957431407,NA
"840_46_001","fish",393.027426729657,0,NA
"840_46_003","tnegb",428.927050051088,0.0725244907856677,0.000926366309171016
"840_46_003","plnorm",428.854525560302,0,NA
"840_46_003","fish",429.098530437573,0.244004877270697,NA
"840_46_004","tnegb",332.463437152993,0.484574915805808,8.25292079231183e-06
"840_46_004","plnorm",335.035104405465,3.05624216827778,NA
"840_46_004","fish",331.978862237188,0,NA
"840_46_005","tnegb",381.977718464975,0,0.000184908443507722
"840_46_005","plnorm",387.911218807259,5.93350034228365,NA
"840_46_005","fish",383.527320618502,1.54960215352708,NA
"840_46_006","tnegb",518.423159191367,1.3632137947817,0.000115053320238169
"840_46_006","plnorm",522.27915616885,5.21921077226443,NA
"840_46_006","fish",517.059945396586,0,NA
"840_46_007","tnegb",507.05935587335,0,0.000366025678833605
"840_46_007","plnorm",512.730221944013,5.67086607066295,NA
"840_46_007","fish",509.009073335421,1.94971746207182,NA
"840_46_008","tnegb",440.293069394541,0,0.000391440316896799
"840_46_008","plnorm",446.716681179156,6.4236117846151,NA
"840_46_008","fish",448.242168049533,7.94909865499159,NA
"840_46_009","tnegb",473.84744519093,0.725314596850978,3.16279490006431e-05
"840_46_009","plnorm",478.52186421872,5.39973362464121,NA
"840_46_009","fish",473.122130594079,0,NA
"840_46_011","tnegb",447.84975611283,0,3.70723200003181e-05
"840_46_011","plnorm",454.917083893285,7.06732778045466,NA
"840_46_011","fish",457.154147362268,9.30439124943842,NA
"840_46_012","tnegb",299.02339812483,0,0.00185855050289732
"840_46_012","plnorm",305.106340649156,6.08294252432614,NA
"840_46_012","fish",301.97609512754,2.95269700271007,NA
"840_46_013","tnegb",438.135065442334,0,0.000773084443534792
"840_46_013","plnorm",440.643007553553,2.50794211121871,NA
"840_46_013","fish",446.663952073291,8.5288866309574,NA
"840_46_014","tnegb",423.101458854507,0,0.00127130902358658
"840_46_014","plnorm",426.527730078758,3.42627122425051,NA
"840_46_014","fish",423.677230362385,0.575771507877391,NA
"840_46_015","tnegb",485.613857931048,0,0.000188846048033861
"840_46_015","plnorm",486.152573806591,0.538715875542891,NA
"840_46_015","fish",487.076373622904,1.4625156918562,NA
"840_46_016","tnegb",409.959109527506,1.47365415011154,0.000106915024533507
"840_46_016","plnorm",414.877628108262,6.392172730867,NA
"840_46_016","fish",408.485455377395,0,NA
"840_46_017","tnegb",418.319372760909,0,0.000227982318404546
"840_46_017","plnorm",423.814572422044,5.49519966113519,NA
"840_46_017","fish",421.131715730999,2.81234297009024,NA
"840_46_018","tnegb",383.606148035092,1.29790288561912,0.00280281032448003
"840_46_018","plnorm",383.100858079392,0.792612929919642,NA
"840_46_018","fish",382.308245149472,0,NA
"840_46_020","tnegb",439.786670576118,0.662798440030997,8.29249850397395e-06
"840_46_020","plnorm",439.123872136087,0,NA
"840_46_020","fish",442.57874483775,3.45487270166296,NA
"840_46_022","tnegb",316.762299646958,0,0.00108366973738621
"840_46_022","plnorm",318.812311231795,2.0500115848364,NA
"840_46_022","fish",321.126623903942,4.36432425698388,NA
"840_46_027","tnegb",346.963851763413,0.447115685865072,0.000482378005379275
"840_46_027","plnorm",349.101291542784,2.58455546523624,NA
"840_46_027","fish",346.516736077548,0,NA
"840_46_028","tnegb",542.972553601294,0,8.35550950890406e-05
"840_46_028","plnorm",549.422834813169,6.45028121187465,NA
"840_46_028","fish",550.360730641513,7.38817704021858,NA
"840_46_029","tnegb",425.484232471745,0,1.07160088863912e-08
"840_46_029","plnorm",425.913562974444,0.429330502698519,NA
"840_46_029","fish",434.292318407294,8.80808593554872,NA
"840_46_030","tnegb",455.871781260559,0,0.00128687243598618
"840_46_030","plnorm",459.492338377217,3.62055711665766,NA
"840_46_030","fish",462.65629519583,6.7845139352707,NA
"840_46_031","tnegb",441.226257242218,0.406582682691976,0.000641657386417198
"840_46_031","plnorm",440.819674559526,0,NA
"840_46_031","fish",443.047585649763,2.22791109023728,NA
"840_46_032","tnegb",418.267524459497,0,5.16855582432083e-05
"840_46_032","plnorm",424.280388382363,6.01286392286539,NA
"840_46_032","fish",421.488409028101,3.22088456860422,NA
"840_46_033","tnegb",382.027099227775,0,0.000527722113445841
"840_46_033","plnorm",385.920683734588,3.89358450681328,NA
"840_46_033","fish",385.414865300008,3.38776607223338,NA
"840_46_034","tnegb",450.901788675134,1.55844082164407,3.23886834416468e-05
"840_46_034","plnorm",454.067660874598,4.7243130211084,NA
"840_46_034","fish",449.34334785349,0,NA
"840_46_035","tnegb",499.314754405503,0.3809821100985,0.000473730637033563
"840_46_035","plnorm",498.933772295405,0,NA
"840_46_035","fish",516.734239988122,17.8004676927176,NA
"840_46_036","tnegb",467.914292874151,0,0.000302156470757971
"840_46_036","plnorm",469.282486155376,1.36819328122482,NA
"840_46_036","fish",468.733049158367,0.818756284216192,NA
"840_46_037","tnegb",486.879495234129,0,0.00105897493728923
"840_46_037","plnorm",488.839028549111,1.95953331498202,NA
"840_46_037","fish",487.749252609888,0.869757375758809,NA
"840_46_038","tnegb",362.925998216953,0,0.000633651645885601
"840_46_038","plnorm",367.563436260686,4.63743804373348,NA
"840_46_038","fish",364.231372454495,1.30537423754254,NA
"840_46_039","tnegb",461.258838652583,2.00287830876283,0.00971082905073609
"840_46_039","plnorm",462.544624066322,3.28866372250195,NA
"840_46_039","fish",459.25596034382,0,NA
"840_46_040","tnegb",438.145962106917,3.58387904447551,0.00978621849952784
"840_46_040","plnorm",434.562083062441,0,NA
"840_46_040","fish",436.144243008281,1.58215994584009,NA
"840_46_041","tnegb",450.411937982734,4.04370457137532,0.0012115242098288
"840_46_041","plnorm",446.368233411359,0,NA
"840_46_041","fish",449.225010660193,2.85677724883368,NA
"840_46_042","tnegb",677.851185330495,0,0.000232543913043797
"840_46_042","plnorm",679.687314713176,1.83612938268141,NA
"840_46_042","fish",686.572597971116,8.721412640621,NA
"840_46_043","tnegb",616.632557975891,0,0.00110632987276992
"840_46_043","plnorm",618.463498778275,1.83094080238482,NA
"840_46_043","fish",631.552363993573,14.919806017682,NA
"840_46_044","tnegb",458.095908616359,0.482782086826546,0.000210823541065473
"840_46_044","plnorm",460.369690789667,2.75656426013478,NA
"840_46_044","fish",457.613126529532,0,NA
"840_46_046","tnegb",390.113888539061,5.7615425823077,0.300885856098
"840_46_046","plnorm",384.352345956753,0,NA
"840_46_046","fish",388.106833310295,3.75448735354263,NA
"840_46_047","tnegb",581.712737111347,0.590564058434438,0.0011357831144608
"840_46_047","plnorm",581.122173052912,0,NA
"840_46_047","fish",582.152550415575,1.03037736266265,NA
"840_46_048","tnegb",482.732941451746,3.21471561162053,0.00153149974905351
"840_46_048","plnorm",479.518225840126,0,NA
"840_46_048","fish",481.888525370597,2.37029953047136,NA
"840_46_051","tnegb",389.549116365606,1.5168673848741,0.00217474105293717
"840_46_051","plnorm",391.214320582131,3.18207160139968,NA
"840_46_051","fish",388.032248980732,0,NA
"840_46_052","tnegb",409.361204382839,0,0.0025042084341765
"840_46_052","plnorm",412.727319899503,3.36611551666391,NA
"840_46_052","fish",410.936538086322,1.57533370348244,NA
"840_46_053","tnegb",524.284885789797,0,0.000953089081714506
"840_46_053","plnorm",527.201414150333,2.9165283605364,NA
"840_46_053","fish",528.344202058246,4.05931626844961,NA
"840_46_054","tnegb",433.11502699718,0,0.000122103970151221
"840_46_054","plnorm",435.3676509979,2.25262400071978,NA
"840_46_054","fish",439.573254290189,6.45822729300937,NA
"840_46_055","tnegb",462.28856103504,0,0.000258909909680173
"840_46_055","plnorm",465.869146244417,3.58058520937692,NA
"840_46_055","fish",466.597128195537,4.30856716049681,NA
"840_46_102","tnegb",362.027595740827,0.580680013139329,0.000645655856544335
"840_46_102","plnorm",365.252317460809,3.80540173312096,NA
"840_46_102","fish",361.446915727688,0,NA
"840_46_110","tnegb",385.766667937573,0,0.00100417920004262
"840_46_110","plnorm",391.464153037253,5.69748509967997,NA
"840_46_110","fish",387.476976720527,1.7103087829538,NA
"840_46_121","tnegb",339.234540207124,1.7463405908594,0.000117769344569413
"840_46_121","plnorm",342.40615981892,4.91796020265519,NA
"840_46_121","fish",337.488199616265,0,NA
"840_46_123","tnegb",454.637139800376,0,0.00063141529296296
"840_46_123","plnorm",456.361230832324,1.72409103194821,NA
"840_46_123","fish",457.902200057401,3.2650602570248,NA
"840_46_124","tnegb",425.807375387313,0,6.47586168199182e-06
"840_46_124","plnorm",430.575998458947,4.76862307163407,NA
"840_46_124","fish",431.314024520342,5.5066491330283,NA
"840_46_125","tnegb",386.984898307517,0.142995378489502,0.000879719805276111
"840_46_125","plnorm",386.841902929028,0,NA
"840_46_125","fish",389.9547777448,3.11287481577216,NA
"840_46_126","tnegb",417.776001574062,0,4.97852737693504e-05
"840_46_126","plnorm",419.922471571936,2.14646999787351,NA
"840_46_126","fish",420.524754528139,2.74875295407696,NA
"840_46_145","tnegb",413.082464127933,1.56203895446856,0.00079698426523227
"840_46_145","plnorm",418.583852966947,7.06342779348233,NA
"840_46_145","fish",411.520425173465,0,NA
"840_46_149","tnegb",401.83537045724,3.08773259873357,0.00475474098504274
"840_46_149","plnorm",398.747637858506,0,NA
"840_46_149","fish",402.217285850964,3.46964799245768,NA
"840_46_150","tnegb",352.535347147573,2.72267712822105,0.191024947707444
"840_46_150","plnorm",349.812670019352,0,NA
"840_46_150","fish",350.525685378236,0.713015358884775,NA
"840_46_151","tnegb",533.097580672855,0,2.8621402428249e-05
"840_46_151","plnorm",536.279351435611,3.1817707627564,NA
"840_46_151","fish",537.553524805541,4.45594413268645,NA
"840_47_001","tnegb",307.155520799351,0.925072617258934,0.000927584076264508
"840_47_001","plnorm",310.867417758144,4.63696957605248,NA
"840_47_001","fish",306.230448182092,0,NA
"840_47_005","tnegb",419.141341482602,0,0.00104168630216909
"840_47_005","plnorm",423.731954024118,4.59061254151663,NA
"840_47_005","fish",419.197274483203,0.0559330006011578,NA
"840_47_006","tnegb",294.137394803036,0.606280412158355,6.55844807384689e-05
"840_47_006","plnorm",294.848551274305,1.31743688342686,NA
"840_47_006","fish",293.531114390878,0,NA
"840_47_007","tnegb",426.211800294994,0.546992421105244,0.00274633799797241
"840_47_007","plnorm",429.306088910816,3.64128103692741,NA
"840_47_007","fish",425.664807873889,0,NA
"840_47_008","tnegb",281.558516269309,1.41192083532701,5.88481360542333e-05
"840_47_008","plnorm",283.590014678605,3.44341924462282,NA
"840_47_008","fish",280.146595433982,0,NA
"840_47_009","tnegb",307.409162536214,2.01378960839793,0.118649498143842
"840_47_009","plnorm",311.222973811083,5.82760088326711,NA
"840_47_009","fish",305.395372927816,0,NA
"840_47_010","tnegb",338.962928643955,0,0.00100031887274012
"840_47_010","plnorm",342.105228864353,3.14230022039806,NA
"840_47_010","fish",339.958502247322,0.995573603367177,NA
"840_47_011","tnegb",367.14221002179,1.86691741874876,0.000324181774624766
"840_47_011","plnorm",370.453031377997,5.17773877495546,NA
"840_47_011","fish",365.275292603041,0,NA
"840_47_014","tnegb",328.252314777617,0,0.000232907545777463
"840_47_014","plnorm",332.067496310181,3.81518153256337,NA
"840_47_014","fish",331.984420641671,3.73210586405366,NA
"840_47_015","tnegb",407.204379254171,0,0.000879899970206595
"840_47_015","plnorm",411.620875811459,4.4164965572885,NA
"840_47_015","fish",414.156819657514,6.95244040334308,NA
"840_47_017","tnegb",433.936511838681,0,0.0019008934293715
"840_47_017","plnorm",434.672686800973,0.736174962292353,NA
"840_47_017","fish",441.554161884608,7.61765004592701,NA
"840_47_018","tnegb",392.239012749607,0,0.000134510802811804
"840_47_018","plnorm",394.027990288543,1.78897753893608,NA
"840_47_018","fish",401.078657301429,8.83964455182274,NA
"840_47_019","tnegb",492.382158757752,0,0.000155915217330499
"840_47_019","plnorm",493.629161624651,1.24700286689881,NA
"840_47_019","fish",496.355725221401,3.9735664636483,NA
"840_47_021","tnegb",397.931093320538,0,7.03252444279206e-06
"840_47_021","plnorm",398.471426139641,0.540332819103696,NA
"840_47_021","fish",398.139249412399,0.208156091861213,NA
"840_47_022","tnegb",416.599031367464,0,0.00105247014101727
"840_47_022","plnorm",417.997513948721,1.39848258125761,NA
"840_47_022","fish",421.586677960572,4.9876465931078,NA
"840_47_102","tnegb",294.920243534072,0,0.00252252178576734
"840_47_102","plnorm",300.920772276227,6.00052874215498,NA
"840_47_102","fish",297.365291853596,2.44504831952378,NA
"840_47_112","tnegb",346.282791921223,1.91632347927572,0.0023862479063153
"840_47_112","plnorm",349.465800688546,5.09933224659903,NA
"840_47_112","fish",344.366468441947,0,NA
"840_47_120","tnegb",369.15260447258,0.473115495922798,4.11974638191828e-05
"840_47_120","plnorm",371.172212294854,2.49272331819651,NA
"840_47_120","fish",368.679488976658,0,NA
"840_49_001","tnegb",339.044458595936,0.684720020069619,0.000419941398216278
"840_49_001","plnorm",338.359738575866,0,NA
"840_49_001","fish",343.754336497866,5.39459792199995,NA
"840_49_002","tnegb",337.162859055386,0,1.08800732779087e-06
"840_49_002","plnorm",339.454583007059,2.29172395167348,NA
"840_49_002","fish",338.240495050912,1.07763599552652,NA
"840_49_004","tnegb",480.645400482687,0.00371686520895764,0.000578214913861655
"840_49_004","plnorm",485.31578087906,4.67409726158155,NA
"840_49_004","fish",480.641683617478,0,NA
"840_49_005","tnegb",436.168917477957,1.4956555496849,0.00147453387040922
"840_49_005","plnorm",436.253459782947,1.58019785467525,NA
"840_49_005","fish",434.673261928272,0,NA
"840_49_007","tnegb",469.609006764337,1.06644498709755,0.00279003961430234
"840_49_007","plnorm",469.793261312773,1.25069953553265,NA
"840_49_007","fish",468.54256177724,0,NA
"840_49_008","tnegb",395.319421819283,1.92030375124875,0.00046893273232032
"840_49_008","plnorm",396.765686621862,3.36656855382819,NA
"840_49_008","fish",393.399118068034,0,NA
"840_49_009","tnegb",407.782466852661,0,0.000155661619233913
"840_49_009","plnorm",412.327385782776,4.54491893011465,NA
"840_49_009","fish",412.183098399448,4.40063154678666,NA
"840_49_011","tnegb",296.179311349309,0,0.00078852833074274
"840_49_011","plnorm",298.780734091905,2.60142274259584,NA
"840_49_011","fish",296.209616796931,0.0303054476218563,NA
"840_49_012","tnegb",441.504430489679,0,0.0042846614120367
"840_49_012","plnorm",444.215734151681,2.71130366200248,NA
"840_49_012","fish",442.847100759611,1.34267026993183,NA
"840_49_014","tnegb",295.60623809403,0.167570876938385,0.00117516400344046
"840_49_014","plnorm",295.438667217092,0,NA
"840_49_014","fish",297.458830053176,2.02016283608464,NA
"840_49_015","tnegb",277.695082629781,2.01882287965793,0.2532509647953
"840_49_015","plnorm",277.543953119351,1.86769336922737,NA
"840_49_015","fish",275.676259750124,0,NA
"840_49_016","tnegb",193.944147098549,1.94459329622796,9.44820315346249e-05
"840_49_016","plnorm",193.999799391778,2.00024558945634,NA
"840_49_016","fish",191.999553802321,0,NA
"840_49_017","tnegb",493.816971396013,0.303970723917701,3.33088378166865e-05
"840_49_017","plnorm",497.775423003096,4.26242233100061,NA
"840_49_017","fish",493.513000672095,0,NA
"840_49_018","tnegb",378.982325128251,0,0.00131924765340552
"840_49_018","plnorm",380.063226416075,1.08090128782345,NA
"840_49_018","fish",380.069273591854,1.08694846360311,NA
"840_49_020","tnegb",494.686097131331,5.09230764031764,0.00889406850932553
"840_49_020","plnorm",489.593789491013,0,NA
"840_49_020","fish",492.96085130843,3.36706181741653,NA
"840_49_021","tnegb",486.892630455787,0,0.00143125530017113
"840_49_021","plnorm",496.050799714158,9.15816925837078,NA
"840_49_021","fish",492.713797522368,5.82116706658041,NA
"840_49_022","tnegb",358.399257442645,1.85641160060055,0.0002861541818681
