"fg","ff","S","ks","ll","chi2.cdf","chi2.rad","mse.cdf","mse.rad","lr","z_ks","z_ll","z_chi2.cdf","z_chi2.rad","z_mse.cdf","z_mse.rad","z_lr"
"2,0.01","2,0.01",105,0.0970547587592261,-458.448597779939,0.229591469816221,292.970587615955,0.00800086065562706,0.165240298020705,37.1667317437845,1.65797257303323,0.203667359978342,7.33428997686052,0.800477789418744,1.63741192358852,0.368173049500688,9.51916784514291
"2,0.01","2,0.01",145,0.0417717886379502,-594.350950016781,0.0413126797503985,235.232944399894,0.00135837112067959,0.0286138058973086,78.9214932478767,14.9073091188911,0.609553163630785,1.82121038827868,1.55186335598567,3.9604259396237,0.841611923031389,15.4054031846529
"2,0.01","2,0.01",145,0.0545056842321717,-576.990300658494,0.0944305667261434,292.16966252568,0.00271255656618409,0.0290295419456262,77.9228138965094,0.0199568119877602,3.18985662568521,184.683326028665,0.855572609432329,25.9556150587196,0.803424924970543,18.5095788205475
"2,0.01","2,0.01",145,0.103951310483364,-638.056895510188,0.287813954610367,218.528421132989,0.00827375000997346,0.18495547520666,46.899827614861,204.559107859806,3.06277430477207,4621.10190387902,1.79518981865652,1168.91425099977,49.0042786957327,256.732033185459
"2,0.01","2,0.01",200,0.0423076054900613,-801.942789230059,0.0617955050729269,304.58850192768,0.00186410845076087,0.0266584115645041,108.174868724416,0.328785607206535,2.01047931680082,5.54149879582908,0.262346418522034,18.5655148270595,0.0793424752069693,2.1683284682003
"2,0.01","2,0.01",200,0.0488160290597579,-803.741316380773,0.053970490061577,142.904707498324,0.00133658232359288,0.0186401357865015,109.989513346677,2.86140200022316,1.79987904525668,2.99483221846542,2.21508864984143,4.24296241065966,0.354897055805341,1.22590973756251
"2,0.01","2,0.01",200,0.117054758759226,-880.387831442649,0.322207990328163,314.825018339577,0.00798666106117812,0.197840072132034,72.5905228682692,179.96804732891,3.65113031424539,533.755497163203,0.202857989617032,924.778668658621,41.2555662311717,74.5841537378678
"2,0.01","6,1",10,0.260724889304512,-82.04427750042,0.208019925832025,304.291554357592,0.0444720746943367,17.3938549382716,-34.8844429599784,0.957844737725913,Inf,0.147476109281583,892.547829854883,0.0263450110905321,7716.54515912519,Inf
"2,0.01","6,1",10,0.215111010100429,-183.012972787274,0.138434410392125,956.779074442224,0.0380385641387855,157.113722478647,-126.322174337112,0.20163824072893,Inf,0.0261990943706158,9323.92937441326,0.0933854381002403,654015.912160607,Inf
"2,0.01","6,1",10,0.416521443770308,-78.1905105047386,1.05950884491044,270.310168810565,0.147936676425833,17.5067850829133,-31.6582674036741,7.7715824372835,Inf,49.8976106029835,697.097458004575,4.58781560575024,7819.2491228632,Inf
"2,0.01","6,1",15,0.294058222637845,-104.414183991532,0.209329587108437,338.913506462091,0.0391328926136914,9.73616428621438,-36.9519995042319,23.3445940243318,95.2199999999999,31.7843092469758,2004.58100916202,91.2316310688451,3009.25322993168,1776.47678526796
"2,0.01","6,1",15,0.309399332755502,-247.620165551055,0.335858715090738,1253.80122597047,0.0325546319553213,108.438939326329,-164.317345559796,27.4090066849691,1132.0147107438,113.908862940405,29324.8084278218,50.4324855986236,389141.247773258,36151.6413001482
"2,0.01","6,1",15,0.441976181542664,-97.3232527194779,1.18667116224208,278.556652051804,0.150515394598793,8.98869232939973,-31.3226639757021,76.1156394968326,73.5353719008264,1982.89567838595,1327.06702934242,2604.4398125943,2555.09898387954,1267.89175610535
"2,0.01","6,1",20,0.310724889304512,-190.756622610956,0.367418393259572,778.824755714085,0.0439069286398762,26.9315200192277,-92.616750040901,1.97413612362195,928.915516107823,1.41169275920766,36324.2559241215,254.604647880048,2709218.47574762,19674.5555223184
"2,0.01","6,1",20,0.342732666088835,-275.693647195775,0.60831307084536,1320.60049469998,0.0549365110370815,69.3122023549616,-168.739907548903,3.22182116975935,2546.05161078238,11.1321955128295,106141.440329014,29.0033992859302,18136728.4617136,65613.9436470011
"2,0.01","6,1",20,0.416521443770308,-158.693281206886,1.68613044912795,553.919155109162,0.167901489829576,14.2555487845737,-65.2438999178265,7.25657671956427,526.043721236029,167.668547942603,18080.1110100899,50161.8230237813,747362.713335989,9720.96000365975
"2,0.01","6,1",25,0.360724889304512,-255.209664694909,0.716924359096862,1067.73813826655,0.0499726933669843,28.8978978897468,-130.439165962839,10.5098809297083,1798.46186719264,55.8223501101571,664274.043861566,0.339704367409589,820947.787493646,78869.352695615
"2,0.01","6,1",25,0.322732666088835,-375.601345639998,0.765849501646016,1848.85180640711,0.0568428839496982,84.5157836334145,-239.435406726273,6.60634279727511,5002.5644312952,66.8712950552667,2018823.08598233,1.61167882828105,7103041.031787,266357.804462013
"2,0.01","6,1",25,0.385199428076144,-176.284516623353,1.26545902442234,557.914409430164,0.112935570146193,9.42659523385067,-63.4074100656505,13.5022990323472,568.450032873109,236.774609403582,176078.104584158,47.2793630611869,84227.7696581558,18537.6147163067
"2,0.01","6,1",40,0.360724889304512,-364.094218401431,1.49552845764393,1413.23916720124,0.0689729603364546,19.9463605024299,-170.152952031241,75.7097285989336,813.388888888889,90135.9492695269,33491.5069321983,1004.40251776265,531843.610331541,20109.9549926044
"2,0.01","6,1",40,0.313556915611499,-440.398804915924,0.939660996986113,1936.15668547387,0.0482426074466232,39.416679059417,-237.094906643345,50.0970321634028,1405.85930309007,31828.6182691373,63299.4876535409,341.691918970045,2089610.07274244,39156.9789540525
"2,0.01","6,1",40,0.340199428076144,-311.066384540854,1.06240793404945,1080.30090147739,0.0630467428875095,13.7473022153304,-125.223422317283,63.9165686822139,496.528928336621,42150.6702854138,19415.0540398073,779.341621310137,251227.206161312,10852.6141047927
"2,0.01","6,1",55,0.306179434759058,-414.70981513325,1.06236375419137,1422.86870778354,0.0416652120435924,11.3962253122481,-161.422715429916,81.9730946608756,1653.125,4549.12336081888,44174.4604055253,115.713136617708,208008215.273975,38288.5870589025
"2,0.01","6,1",55,0.334011461066045,-535.409797437993,1.38559286128818,2210.82624404629,0.0540781638877781,26.7713417306023,-264.130863889923,107.698159927773,3652.07206632654,8234.19982782385,107445.630929529,269.25476785485,1160771158.65587,102881.312627149
"2,0.01","6,1",55,0.357183925363968,-397.29078831277,1.81723748476833,1287.22774742899,0.0748182350215996,10.0051174509433,-147.164398192495,131.790541660761,1429.21492346939,14847.7542155554,36073.8709913669,668.354124111812,159891387.869754,31794.8583862005
"2,0.01","6,1",75,0.294058222637845,-609.16605406006,1.09705703572244,2250.23368338207,0.0420764221326617,15.9623237757411,-256.446949737783,48.1265902505814,104258.384297522,340.136489116167,2650307.07497993,14.5560399575716,86654.8335151204,6759416.25405099
"2,0.01","6,1",75,0.335223582278166,-658.185970245128,1.90981900074313,2537.35681601269,0.0573333740284043,19.0827999388918,-298.010756518749,67.1710727358104,132331.739669423,1076.66392843686,3373335.4575583,30.3495912332631,123989.558511934,9130908.21566727
"2,0.01","6,1",75,0.367629511783834,-606.083040463515,2.60963909130672,2159.37748623514,0.0759253369015987,13.9112098196832,-253.85860453538,84.3913257592037,102604.500000001,2041.72887298557,2439656.41734837,57.3518990533282,65747.4569192877,6623506.26108451
"2,0.01","6,1",105,0.294058222637845,-883.662611649535,1.32475716278832,3322.2353594831,0.0367168494563901,17.4575642021137,-385.03772115605,1195.99341805362,75169.9293628818,16432.7589947308,4989961.88582608,317.070706522224,4054011.27617052,2355847.16060086
"2,0.01","6,1",105,0.289186595455335,-822.773093117768,1.76184848245396,2930.10703016778,0.0436113371845956,13.4187652719019,-333.887018373897,1143.35517195464,59912.6440443221,29925.178120276,3876356.75834219,497.942077764304,2388750.72871088,1770198.90281289
"2,0.01","6,1",105,0.386677130831453,-864.239625991301,3.54066495726199,3119.06693196552,0.0797425358899537,14.3784979273043,-368.624296467577,2422.09115925549,70115.2700831034,126241.286328253,4395453.94305556,2110.47630011677,2744802.12988023,2158818.76425368
"2,0.01","6,1",145,0.305552475511409,-1125.2070395883,2.26868280924176,3951.80173754644,0.0443872397368816,12.9017190700284,-451.934596323638,659.301714143486,10968.9901908088,7489.69499610739,348626.916169854,114.207292275464,198001.103347951,727366.391269991
"2,0.01","6,1",145,0.267183311383085,-1023.62174158213,1.89921882378396,3334.22161438124,0.0370151733912515,9.51467942356175,-368.708627027129,475.120389208941,8002.16191883895,5212.83475479979,247806.868353521,75.0174311608728,107316.970737717,483856.449362068
"2,0.01","6,1",145,0.394818072511218,-1196.88710570797,4.25345935635203,4315.70400644848,0.0729457368429066,14.0253789202515,-511.930382582923,1204.28212301515,13343.3519215264,26763.1818985019,416071.46785778,343.487097580638,234173.188734276,933586.867667032
"2,0.01","6,1",200,0.290724889304512,-1447.73474818485,2.41586837714035,4815.78737248422,0.0412258106323428,10.126846691485,-537.61709023037,181.776922132729,53888.513840832,14790.0210617917,438181.23223064,257.640992943728,101718.623955212,5426125.35340835
"2,0.01","6,1",200,0.277632578849295,-1467.31188452291,2.5421704915519,4940.27215146636,0.038533065815522,10.3505835063758,-553.581054795457,162.32651098761,56368.9688581331,16397.564038045,461205.920506309,222.384196163082,106281.148247624,5753425.49511081
"2,0.01","6,1",200,0.376542210442253,-1704.39563009723,4.76667377606053,6304.47494916285,0.0689177982433131,15.6315931100976,-751.417275786313,336.513992918192,90838.2629757811,58300.8586746435,752159.339466887,770.671188688141,243037.041607306,10604909.2581576
"2,0.01","10,3",10,0.26258198367237,-106.388208628728,0.978050505782079,286.052700601285,1.22220418214955,10.4464535201509,-59.2283740882865,55.7019781764743,528.832587021031,56.6743647508926,6451.08674666626,4.29199979906324,45960.6696391211,1352.35900772054
"2,0.01","10,3",10,0.234759502354836,-273.414307398145,2.2287059019822,943.916191723885,5.90838388516019,102.654893386108,-216.723508947983,29.1275485365852,5714.73385137379,410.72586066365,72447.7841836801,182.132648706387,4495221.52662775,18090.8005682881
"2,0.01","10,3",10,0.365454816763064,-91.6553161288548,0.724770980874668,226.241689673802,0.687005030983571,6.81914364152236,-45.1230730277903,228.123632367948,336.968787473609,24.4880818994829,3987.87757255327,0.588303065662929,19436.0887712027,785.228356665207
"2,0.01","10,3",15,0.2717064923266,-132.389191516136,2.25114253703652,332.219267053701,4.49323933775591,6.28279765370665,-64.9270070288357,3.43384620750934,3189.10823831624,433511.329695952,6981.0654020652,13171.9944988858,28799.9897512789,173597.105923366
"2,0.01","10,3",15,0.266663428221078,-363.151923356384,1.79923095252159,1228.10193244676,2.06189869484125,74.4942708921537,-279.849103365125,3.12051549166792,47402.1934681679,262738.960820308,100215.07981565,2459.03464784967,4158655.74891829,3263614.10525525
"2,0.01","10,3",15,0.318682457335743,-108.431843085066,0.627736408109216,221.193938970726,0.211357077226659,3.37190479734731,-42.4312543412901,7.07252799250577,1578.60815464905,18098.605470248,2989.42150442266,0.000468120544991724,8086.04796268728,73533.2735554085
"2,0.01","10,3",20,0.288373158993267,-260.308121717168,2.43535606041344,766.190026607024,3.64327722799453,19.9684366106284,-162.168249147114,12.3025630479837,50080.5879318864,1084.67361983427,136376.201097717,73378493.6704336,2310056.73699761,1306960.90057161
"2,0.01","10,3",20,0.299598229339475,-395.748929032867,2.86435093028755,1297.05609641211,3.34984369422826,50.2598424505393,-288.795189385995,13.9120069764752,144661.310697894,1523.38636785778,393862.283841177,61851351.0855812,14668500.0396084,4126472.22583632
"2,0.01","10,3",20,0.297428249507742,-193.526948013522,0.759675686168817,482.808570643045,0.0965922438561152,8.58849403678935,-100.077566724463,13.5931646950245,21489.8628770347,83.2155406835949,53551.5961960008,7474.95676286648,425154.006935889,500876.603247322
"2,0.01","10,3",25,0.338373158993267,-344.487466677141,1.89464838872864,1022.78294021401,1.61351617531666,19.610699443826,-219.716967945071,27801.334959353,59256.5469668555,5832.54797997263,106013.427322829,78885.6779223396,748836211.380051,10177.8144867994
"2,0.01","10,3",25,0.319598229339475,-545.611696960484,2.66587851944767,1814.29652415141,2.64202218487392,60.8152731798089,-409.445758046759,23062.3967695695,187241.035528399,12201.9156799031,337742.060083982,214860.999003951,7233046355.26348,35340.4865598609
"2,0.01","10,3",25,0.270508463458047,-212.650030166073,0.777097890170621,482.40492466468,0.319046703392919,6.11400430582133,-99.7729236083712,12762.72758277,14244.0985700551,727.453471488965,22838.2483381784,2597.44570657385,71754362.9103082,2099.30779514728
"2,0.01","10,3",40,0.338373158993267,-476.010007997902,1.78631495612794,1327.70592455674,0.819115285944022,13.0390052580113,-282.068741627712,802.142666591685,4417.36222924356,2811.06139357741,33905.3879727023,30640.7534156586,848036.633257253,13330.0910096604
"2,0.01","10,3",40,0.312369029548652,-621.115877399917,3.66230926924152,1931.2006257426,2.19756808846097,31.1496579608396,-417.811979127338,649.344909198939,8939.0516380679,12203.9212548755,72066.3985677958,222928.052595931,4849818.95182478,29094.1646076689
"2,0.01","10,3",40,0.285508463458047,-395.797014969412,1.32570385457751,996.292398173483,0.796920020922046,9.73541853079953,-209.954052745841,508.45019919875,2594.78963796037,1514.24719037452,18997.2405398664,28988.8433079373,472186.065836517,7426.33777042113
"2,0.01","10,3",55,0.283827704447812,-536.369449268801,2.68171682604398,1386.40094265203,1.2983626627891,8.29100362186309,-283.082349565467,122.842296720122,4660.63774976452,729835.554972713,209280.660265404,6605.08234739025,974406.719415283,20697.8520867401
"2,0.01","10,3",55,0.332823575003197,-738.004760959789,4.21383790452877,2209.56684272324,1.81216747446977,21.4493146875163,-466.725827411719,186.482481919974,11371.6368760956,1828895.32420082,533862.356482125,13016.5943441047,6544009.89629844,55660.6745254473
"2,0.01","10,3",55,0.274545725853973,-493.38204047776,1.83688576249814,1171.45288683624,0.733839579965734,7.05061471272797,-243.255650357485,112.277163126686,3610.66699606718,336012.871015048,149101.398533962,2044.25693611347,703966.44096323,15351.9450261313
"2,0.01","10,3",75,0.272121483429731,-817.625333807155,3.78137107948852,2268.6163414404,1.76325389676432,13.1422792018384,-464.906229484879,1887.5091672855,9475.30007798294,942695.972636199,642694.834850386,10048.5378081022,9123285.28038601,56757.8707173662
"2,0.01","10,3",75,0.334035696215318,-882.259255927273,4.09002506957666,2500.48419753926,1.35725679286871,14.9934387785399,-522.084042200894,3113.15361602081,11716.5247269448,1104690.44200003,781288.230231694,5919.91476837693,11877167.505253,71378.1760033837
"2,0.01","10,3",75,0.312298513586175,-770.616668293293,2.85355976207271,2002.65443965658,0.802966105277092,8.97564285411896,-418.392232365158,2648.09831256721,7994.54954557978,533036.644772041,500372.064923934,2036.58585562346,4251703.93591744,46098.8313038489
"2,0.01","10,3",105,0.277367656619259,-1187.8187001432,3.13853307198434,3289.26595553165,1.07076571245156,14.8043071763499,-689.193809649718,227.574978817992,5675.55877809464,110222.940876976,719395.117791827,2725.3798523592,81493956.1435432,25654.3183947236
"2,0.01","10,3",105,0.285768917540949,-1085.60987125527,3.84619662445016,2918.27544869036,1.08160297611495,10.9550057141019,-596.723796511397,245.262850843392,4396.9369424435,166395.653698015,565841.004769006,2782.01939337555,44592734.4668826,19311.6293524887
"2,0.01","10,3",105,0.367528786451432,-1102.06921051141,4.14053959410619,2932.03262350161,0.87066787551976,9.42395153535457,-606.45388098769,451.963292053892,4591.83265247351,193154.286508759,571206.423536343,1784.26567426865,32984583.9113082,19936.70467269
"2,0.01","10,3",145,0.283200745200164,-1471.56633076441,3.6292204468397,3848.29695478568,0.773345867636036,10.6560064871147,-798.293887499754,488.590118403191,3420.75735623902,162755.145466467,526832.505660917,36305.1291855984,2568063.07607667,33733.221089501
"2,0.01","10,3",145,0.2637656334687,-1322.81487467305,3.73263196392617,3311.40115625056,0.799061299450184,7.81759304725466,-667.901760118044,409.640592685666,2487.0374086422,172249.173503643,389643.100146734,38778.5499567875,1381224.1387908,23772.7809410271
"2,0.01","10,3",145,0.358784325527012,-1523.33352210923,4.30373932255506,3998.69499423428,0.43019277853058,9.27139345451284,-838.376798984185,861.724038329394,3780.53641789562,229528.626542416,568965.669607128,11099.4701718642,1943497.16611863,37144.4106226035
"2,0.01","10,3",200,0.276007012779045,-1873.72891458429,4.43778363062122,4788.47697241936,0.863650126299484,8.15543749827669,-963.61125662981,302.373330587918,8198.74578058373,1823289.64539155,6301870.20765276,498533.700838703,219394040.991671,35181.237410706
"2,0.01","10,3",200,0.271007012779045,-1906.33825127839,4.38748384598814,4893.72339551691,0.678652255771226,8.14045255471667,-992.607421550942,289.350025017164,8638.33718495157,1781960.49510174,6582858.47037108,306772.791653895,218587763.667742,37293.4019592317
"2,0.01","10,3",200,0.349065169125093,-2195.20265032621,4.62009812568407,5863.28288240445,0.375102375847796,11.0439514103797,-1242.22429601529,525.36097324407,13033.6078959074,1977060.43798148,9459679.63282783,92500.5863514554,402531388.948551,58022.6133094547
"6,1","2,0.01",10,0.420163043316093,-29.5618274295522,1.23722117616186,2907.88333333333,0.412757433664817,0.491985042236775,-5.47685590541426,2948.81142890543,214738.77968549,11294.1156991636,71076.8934184965,82653.6366491292,3.40415961013242,2963.0428763374
"6,1","2,0.01",10,0.382904214272537,-34.6071427957605,0.870200792969391,1738.44747474747,0.314519165784424,1.70823534395481,-5.89900051557185,2274.55884792192,103013.224480883,5235.4455748181,24995.7080965476,45050.234563627,0.0637466921897949,3327.66734153344
"6,1","2,0.01",10,0.374591567377496,-36.6037054239316,0.670537414157375,1977.36124480095,0.137941395458646,1.13761131522137,-6.19853864735932,2136.05445548771,70007.1047322754,2905.74017089016,32496.2361535634,5929.25466287419,0.535244592252324,3599.22061963543
"6,1","2,0.01",15,0.420163043316093,-44.1470035132021,1.60431388567279,5166.43547008547,0.39357775585333,0.457921750622549,-7.77641477406603,35.6798154762797,42.5372609598899,3635.11996270777,15392935.8596576,24084.8005452641,8.56037463618633,55.0600712103912
"6,1","2,0.01",15,0.41623754760587,-48.7915530570867,1.12883571308644,3698.40894660895,0.295428137405431,0.682568658677639,-8.24104425911926,34.2559361407631,26.9351303980507,1426.38451882624,7816143.58392272,11151.4374072349,6.36409442372128,60.9772268896087
"6,1","2,0.01",15,0.374591567377496,-49.1942092062511,1.03972238533384,3899.48128342246,0.165171767637211,0.361650100805545,-7.41897558362483,20.9352720991907,25.7497024896342,1125.33486807182,8703608.7922397,1582.86624806462,9.60105686530626,50.7134906812357
"6,1","2,0.01",20,0.370163043316093,-60.7649293441641,1.54098204072136,5181.17983682984,0.33322767671501,0.470304522098124,-9.22089585076876,54.9046168523226,47.8552956079616,35.1374761722743,3484.71540802199,36.911018804043,0.124199384212727,11.246651756085
"6,1","2,0.01",20,0.357538640720137,-67.8093139425143,1.27787161450255,4917.28282828283,0.269206453603131,0.801953534547982,-11.3400493371445,49.4576206945774,23.3723068163043,22.6224546128008,3130.9742255269,22.4060366661212,2.72807274242725,14.5334063343959
"6,1","2,0.01",20,0.347231721119128,-65.3142056595076,1.16251865023436,4844.59266191325,0.166275342971933,0.344460166963273,-9.00724059158865,45.2214857577971,31.0514031639495,18.0009259628689,3036.86149131189,6.63563639422509,0.0197651675584859,10.9386265204283
"6,1","2,0.01",25,0.34485429132003,-77.4433036967483,1.68822458350793,6523.42622377622,0.261139044337133,0.427102656921903,-10.9777798597813,19.0005485219604,4.9998171326133,109.625267373346,489.536088803327,599.475965483896,6.78284170900616,350.319179425204
"6,1","2,0.01",25,0.331314756716308,-83.9932624912895,1.1475919946934,6063.25808080808,0.199853775419495,0.581502026503042,-12.5331287819678,16.2185605140441,2.61530343899332,44.1842007108711,420.425035983905,328.629530520612,20.8879031810888,409.178849934813
"6,1","2,0.01",25,0.347231721119128,-83.044954612638,1.33763844642129,6372.69693998812,0.18236407219023,0.501478375228702,-11.8989488418053,19.5117590179871,2.91311734384052,63.8566426217029,466.319674387783,266.154389385203,12.6124539380029,384.62772765094
"6,1","2,0.01",40,0.35985429132003,-123.839836015129,1.88204300474198,11868.886492674,0.241028228853579,0.363099981090177,-16.6273322757399,8.79514089416889,4.67983010352818,61.4765865987991,398.231881244097,232.97346596624,110.000731881072,12.0962284096024
"6,1","2,0.01",40,0.332538640720137,-133.764330597247,1.27888068447413,7785.96399061643,0.162812917592008,0.373077177207369,-16.393617355474,6.70596963374143,2.57576837889456,24.9296715168536,162.668760057306,99.2409377627194,120.035120529432,11.9108164496832
"6,1","2,0.01",40,0.314070216412579,-127.638441620933,1.72458364268341,9583.92558213029,0.171384016614945,0.296861244411103,-14.6999124101937,5.45373069397403,3.80084084417341,50.3713890919825,253.620441634424,111.153378334245,54.4869168765952,10.6099486618795
"6,1","2,0.01",55,0.331314756716308,-173.904578678568,2.06049360753825,16196.3222903558,0.208979807569113,0.353571978540755,-23.2496370071523,40.5224341058443,5.22742940540893,243.815224232139,1184.32534588085,529.033964300155,9.87333182948969,20.5671994036471
"6,1","2,0.01",55,0.298447731629228,-188.155945834411,1.40906440338419,9187.99188298508,0.139785947358832,0.383411606795731,-20.5387484504804,27.9167437679809,2.74966168463914,97.9601796082755,361.958606461272,217.578460435285,13.8902950647442,17.9708897153072
"6,1","2,0.01",55,0.302706580048943,-179.346164653751,1.71720707724962,10328.2126009938,0.150163612060565,0.318713059866654,-18.160697176931,29.4180997868086,4.18821349722438,158.805819687783,463.493297609981,255.613009881507,6.04686493764562,15.8375317520876
"6,1","2,0.01",75,0.323930042551699,-244.38543451874,2.17699984029104,21630.8054630152,0.18566272408636,0.377888207130155,-32.5449151828034,83.8877220798602,10.4970919707259,278.140802544813,475144.790325164,9673.01302744717,1.22831443781916,45.4280925317383
